Company name,Main contact name,Main contact email,Main contact phone,Division,MOA workflow (from MOA setup),COSEC client?,Has Limit of Authority (LOA)?,LOA holder names (if Y),Invoice to,Bill to,Division MOI managers (auto),Notes
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A123,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E123="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E123,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E123,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E123,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E123,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E123,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E123,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E123,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A124,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E124="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E124,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E124,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E124,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E124,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E124,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E124,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E124,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A125,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E125="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E125,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E125,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E125,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E125,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E125,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E125,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E125,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A126,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E126="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E126,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E126,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E126,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E126,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E126,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E126,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E126,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A127,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E127="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E127,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E127,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E127,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E127,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E127,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E127,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E127,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A128,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E128="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E128,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E128,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E128,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E128,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E128,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E128,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E128,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A129,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E129="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E129,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E129,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E129,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E129,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E129,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E129,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E129,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A130,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E130="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E130,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E130,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E130,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E130,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E130,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E130,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E130,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A131,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E131="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E131,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E131,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E131,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E131,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E131,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E131,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E131,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A132,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E132="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E132,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E132,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E132,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E132,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E132,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E132,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E132,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A133,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E133="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E133,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E133,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E133,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E133,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E133,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E133,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E133,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A134,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E134="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E134,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E134,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E134,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E134,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E134,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E134,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E134,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A135,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E135="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E135,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E135,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E135,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E135,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E135,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E135,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E135,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A136,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E136="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E136,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E136,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E136,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E136,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E136,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E136,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E136,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A137,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E137="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E137,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E137,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E137,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E137,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E137,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E137,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E137,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A138,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E138="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E138,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E138,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E138,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E138,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E138,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E138,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E138,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A139,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E139="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E139,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E139,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E139,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E139,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E139,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E139,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E139,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A140,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E140="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E140,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E140,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E140,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E140,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E140,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E140,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E140,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A141,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E141="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E141,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E141,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E141,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E141,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E141,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E141,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E141,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A142,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E142="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E142,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E142,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E142,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E142,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E142,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E142,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E142,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A143,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E143="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E143,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E143,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E143,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E143,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E143,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E143,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E143,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A144,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E144="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E144,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E144,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E144,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E144,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E144,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E144,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E144,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A145,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E145="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E145,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E145,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E145,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E145,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E145,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E145,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E145,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A146,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E146="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E146,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E146,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E146,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E146,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E146,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E146,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E146,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A147,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E147="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E147,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E147,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E147,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E147,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E147,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E147,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E147,Divisions!$A$3:$A$50,0)),""""),"""")))",
,,,,,"=IFERROR(INDEX('Company MOA setup'!$B$3:$B$500,MATCH($A148,'Company MOA setup'!$A$3:$A$500,0)),""Division default"")",,,,,,"=IF($E148="""","""",TRIM(IFERROR(INDEX(Divisions!$C$3:$C$50,MATCH($E148,Divisions!$A$3:$A$50,0)),"""")&IF(IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E148,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$E$3:$E$50,MATCH($E148,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E148,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$G$3:$G$50,MATCH($E148,Divisions!$A$3:$A$50,0)),""""),"""")&IF(IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E148,Divisions!$A$3:$A$50,0)),"""")<>"""","", ""&IFERROR(INDEX(Divisions!$I$3:$I$50,MATCH($E148,Divisions!$A$3:$A$50,0)),""""),"""")))",
